School_code,AgeID,School_name,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,School_gender,Latitude,Longitude
1135,50672,Barham Public School,Barham,2732,03 5453 2133,barham-p.school@det.nsw.edu.au,https://barham-p.schools.nsw.gov.au,03 5453 2972,136,4,5,970,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.626915,144.127977
1136,49751,Barkers Vale Public School,Wadeville ,2474,6689 7202,barkersval-p.school@det.nsw.edu.au,https://barkersval-p.schools.nsw.gov.au,6689 7469,32,np,22,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.54902,153.14927
1137,50527,Barmedman Public School,Barmedman ,2668,6976 2128,barmedman-p.school@det.nsw.edu.au,https://barmedman-p.schools.nsw.gov.au,6976 2006,11,np,0,781,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.148277,147.385078
4599,54672,Barnier Public School,QUAKERS HILL,2763,9837 1600,barnier-p.school@det.nsw.edu.au,https://barnier-p.schools.nsw.gov.au,9837 1858,868,3,63,1068,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.72051,150.901824
1138,49127,Barnsley Public School,Barnsley ,2278,4953 2976,barnsley-p.school@det.nsw.edu.au,https://barnsley-p.schools.nsw.gov.au,4953 3094,295,13,3,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.933094,151.594552
1139,50460,Barooga Public School,Barooga ,3644,03 5873 4242,barooga-p.school@det.nsw.edu.au,https://barooga-p.schools.nsw.gov.au,03 5873 4700,83,np,np,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.912963,145.695985
1140,49371,Barraba Central School,BARRABA,2347,6782 1104,barraba-c.school@det.nsw.edu.au,https://barraba-c.schools.nsw.gov.au,6782 1231,163.8,29,np,888,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-30.38239,150.599478
4501,50023,Barrack Heights Public School,BARRACK HEIGHTS,2528,4296 4222,barrackht-p.school@det.nsw.edu.au,https://barrackht-p.schools.nsw.gov.au,4297 2818,181,31,13,873,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.559085,150.846032
4671,87048,Barramurra Public School,Oran Park,2570,02 4645 3800,barramurra-p.school@det.nsw.edu.au,https://barramurra-p.schools.nsw.gov.au,,571,4,58,1036,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.006959,150.749038
8454,47719,Barrenjoey High School,Avalon ,2107,9918 8811,barrenjoey-h.school@det.nsw.edu.au,https://barrenjoey-h.schools.nsw.gov.au,9973 1682,830,np,13,1083,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.63117,151.333926
1143,49523,Barrington Public School,Barrington ,2422,6558 4258,barrington-p.school@det.nsw.edu.au,https://barrington-p.schools.nsw.gov.au,6558 4216,48,17,0,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.971159,151.911058
5762,63773,Barwon Learning Centre,Moree,2400,6751 1573,Barwonlc-s.school@det.nsw.edu.au,https://barwonlc-s.schools.nsw.gov.au,6751 1569,12,100,,666,Schools for Specific Purposes,Not Selective,N,Comprehensive,Behaviour Disorder,,Coed,-29.482103,149.842223
1146,49683,Baryulgil Public School,Baryulgil ,2460,6647 2124,baryulgil-p.school@det.nsw.edu.au,https://baryulgil-p.schools.nsw.gov.au,6647 2151,9,100,np,595,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.2235,152.605615
8223,48570,Bass High School,Bass Hill,2197,9726 3644,bass-h.school@det.nsw.edu.au,https://bass-h.schools.nsw.gov.au,9724 0523,671.2,4,80,907,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.897941,150.989379
1148,48571,Bass Hill Public School,Bass Hill ,2197,9644 3431,basshill-p.school@det.nsw.edu.au,https://basshill-p.schools.nsw.gov.au,9644 5271,364,np,83,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.905902,151.005779
4520,48725,Bateau Bay Public School,BATEAU BAY,2261,4332 8000,bateaubay-p.school@det.nsw.edu.au,https://bateaubay-p.schools.nsw.gov.au,4334 3121,683,9,4,1017,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.391771,151.476143
8581,54942,Batemans Bay High School,Batehaven ,2536,4478 3600,batemansba-h.school@det.nsw.edu.au,https://batemansba-h.schools.nsw.gov.au,4472 8173,661,25,6,911,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-35.729246,150.194447
1149,50056,Batemans Bay Public School,Surfside,2536,4472 4059,batemansba-p.school@det.nsw.edu.au,https://batemansba-p.schools.nsw.gov.au,4472 8457,524,28,6,905,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.700051,150.188373
5647,56161,Bates Drive School,Kareela ,2232,9521 6049,batesdrive-s.school@det.nsw.edu.au,https://batesdrive-s.schools.nsw.gov.au,9545 3317,66,np,27,1029,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-34.022243,151.08527
1150,50975,Bathurst Public School,Bathurst ,2795,6331 3923,bathurst-p.school@det.nsw.edu.au,https://bathurst-p.schools.nsw.gov.au,6332 2305,477,12,14,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.420942,149.570615
3847,50976,Bathurst South Public School,Bathurst ,2795,6331 1297,bathursts-p.school@det.nsw.edu.au,https://bathursts-p.schools.nsw.gov.au,6332 1634,217,22,10,927,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.432989,149.568873
3824,50977,Bathurst West Public School,Bathurst ,2795,6331 1142,bathurstw-p.school@det.nsw.edu.au,https://bathurstw-p.schools.nsw.gov.au,6332 2319,533,23,8,925,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.411002,149.559746
1152,46415,Batlow Technology School,Batlow ,2730,6949 1208,batlow-c.school@det.nsw.edu.au,https://batlow-c.schools.nsw.gov.au,6949 1666,121,9,np,906,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-35.523007,148.146548
8464,47852,Baulkham Hills High School,Baulkham Hills ,2153,9639 8699,baulkham-h.school@det.nsw.edu.au,https://baulkham-h.schools.nsw.gov.au,9639 4999,1231.6,np,95,1189,Secondary School,Fully Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.750227,150.991499
4377,47853,Baulkham Hills North Public School,Baulkham Hills ,2153,9639 6936,baulkhamn-p.school@det.nsw.edu.au,https://baulkhamn-p.schools.nsw.gov.au,9686 3390,923,1,62,1133,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.751927,150.999957
4660,85786,Bayanami Public School,PARRAMATTA,2150,02 9890 8169,bayanami-p.school@det.nsw.edu.au,https://bayanami-p.schools.nsw.gov.au,,611,np,95,1122,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.80993,151.001264
3971,47708,Beacon Hill Public School,Beacon Hill ,2100,9451 6328,beaconhill-p.school@det.nsw.edu.au,https://beaconhill-p.schools.nsw.gov.au,9975 4631,468,1,23,1094,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.75163,151.260584
4630,56691,Beaumont Hills Public School,Beaumont Hills ,2155,8824 6470,beaumonthi-p.school@det.nsw.edu.au,https://beaumonthi-p.schools.nsw.gov.au,8824 6473,556,np,48,1097,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.697809,150.945659
3956,47628,Beaumont Road Public School,Killara ,2071,9498 3607,beaumontrd-p.school@det.nsw.edu.au,https://beaumontrd-p.schools.nsw.gov.au,9498 8395,347,0,57,1167,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.774289,151.146271
5212,44412,Beauty Point Public School,Mosman ,2088,9969 4260,beautypt-p.school@det.nsw.edu.au,https://beautypt-p.schools.nsw.gov.au,9968 1210,293,0,39,1166,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.812008,151.241883
1164,51098,Bedgerabong Public School,BEDGERABONG,2871,6857 1185,bedgerebon-p.school@det.nsw.edu.au,https://bedgerebon-p.schools.nsw.gov.au,6857 1118,41,np,14,979,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.361353,147.679318
1165,49643,Beechwood Public School,Wauchope ,2446,6585 6136,beechwood-p.school@det.nsw.edu.au,https://beechwood-p.schools.nsw.gov.au,6585 6000,178,12,np,963,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.435535,152.68094
1166,47758,Beecroft Public School,Beecroft ,2119,9484 8844,beecroft-p.school@det.nsw.edu.au,https://beecroft-p.schools.nsw.gov.au,9484 8200,872,np,71,1181,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.752085,151.06462
1167,50539,Beelbangera Public School,Beelbangera ,2680,6963 5368,beelbanger-p.school@det.nsw.edu.au,https://beelbanger-p.schools.nsw.gov.au,6963 5506,162,4,29,1001,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.252836,146.101067
8165,50182,Bega High School,Bega ,2550,6492 9000,bega-h.school@det.nsw.edu.au,https://bega-h.schools.nsw.gov.au,6492 3996,676,10,6,970,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-36.678459,149.838766
1168,69739,Bega Valley Public School,Bega ,2550,6492 1280,bega-p.school@det.nsw.edu.au,https://bega-p.schools.nsw.gov.au,6492 3965,305,21,7,914,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-36.670545,149.839095
4370,49044,Belair Public School,Adamstown,2289,4952 1735,belair-p.school@det.nsw.edu.au,https://belair-p.schools.nsw.gov.au,4956 2450,450,6,13,1102,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.946197,151.711766
4663,85772,Bella Vista Public School,BELLA VISTA,2153,02 8814 1386,bellavista-p.school@det.nsw.edu.au,https://bellavista-p.schools.nsw.gov.au,,832,np,76,1136,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.726556,150.954991
3979,49997,Bellambi Public School,Bellambi ,2518,4284 8666,bellambi-p.school@det.nsw.edu.au,https://bellambi-p.schools.nsw.gov.au,4285 2723,151,38,24,855,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.371201,150.914404
1175,49496,Bellata Public School,Bellata ,2397,6793 7514,bellata-p.school@det.nsw.edu.au,https://bellata-p.schools.nsw.gov.au,6793 7462,15,40,np,913,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.918659,149.796216
1177,49208,Bellbird Public School,BELLBIRD,2325,4990 2331,bellbird-p.school@det.nsw.edu.au,https://bellbird-p.schools.nsw.gov.au,4991 1973,267,23,np,919,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.859421,151.316705
1178,49608,Bellbrook Public School,Bellbrook,2440,6567 2049,bellbrook-p.school@det.nsw.edu.au,https://bellbrook-p.schools.nsw.gov.au,6567 2113,29,69,np,791,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.819094,152.508698
1179,45338,Bellevue Hill Public School,Bellevue Hill ,2023,9389 3928,bellevuehi-p.school@det.nsw.edu.au,https://bellevuehi-p.schools.nsw.gov.au/,9369 4651,527,np,52,1152,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.886986,151.259785
8258,46362,Bellingen High School,Bellingen ,2454,6655 1315,bellingen-h.school@det.nsw.edu.au,https://bellingen-h.schools.nsw.gov.au,6655 2630,616.2,10,7,1015,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-30.455123,152.908442
1181,49676,Bellingen Public School,Bellingen ,2454,6655 1147,bellingen-p.school@det.nsw.edu.au,https://bellingen-p.schools.nsw.gov.au,6655 2615,315,9,9,1020,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.45349,152.891887
1182,49335,Belltrees Public School,Belltrees ,2337,6546 1148,belltrees-p.school@det.nsw.edu.au,https://belltrees-p.schools.nsw.gov.au,6546 1110,4,np,np,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.988753,151.129487
8203,48739,Belmont High School,BELMONT,2280,4945 0600,belmont-h.school@det.nsw.edu.au,https://belmont-h.schools.nsw.gov.au,4947 7531,792.5,11,6,961,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.027147,151.660114
3927,48740,Belmont North Public School,BELMONT NORTH,2280,4945 4861,belmontnth-p.school@det.nsw.edu.au,https://belmontnth-p.schools.nsw.gov.au,4947 7851,172,13,7,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.019974,151.671344
1183,57401,Belmont Public School,Belmont ,2280,4945 4858,belmont-p.school@det.nsw.edu.au,https://belmont-p.schools.nsw.gov.au,4947 7823,296,15,5,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.030134,151.662203
8804,46391,Belmore Boys High School,Belmore ,2192,9758 2800,belmoreboy-h.school@det.nsw.edu.au,https://belmoreboy-h.schools.nsw.gov.au,9740 5834,492,0,98,942,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Boys,-33.910796,151.085575
1185,48559,Belmore North Public School,Belmore ,2192,9750 0652,belmorenth-p.school@det.nsw.edu.au,https://belmorenth-p.schools.nsw.gov.au,9758 1109,252,np,90,955,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.909885,151.084885
1186,48560,Belmore South Public School,Belmore ,2192,9759 4388,belmoresth-p.school@det.nsw.edu.au,https://belmoresth-p.schools.nsw.gov.au,9740 4323,283,3,83,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.925735,151.091985
3748,47679,Belrose Public School,Belrose ,2085,9451 6203,belrose-p.school@det.nsw.edu.au,https://belrose-p.schools.nsw.gov.au,9975 5047,185,np,18,1106,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.727235,151.216645
1189,50185,Bemboka Public School,Bemboka ,2550,6493 0229,bemboka-p.school@det.nsw.edu.au,https://bemboka-p.schools.nsw.gov.au,6493 0452,36,17,np,958,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-36.631309,149.571075
1196,49414,Ben Lomond Public School,Ben Lomond ,2365,6733 2001,benlomond-p.school@det.nsw.edu.au,https://benlomond-p.schools.nsw.gov.au,6733 2104,14,0,np,1024,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.017024,151.661287
1198,49374,Ben Venue Public School,Armidale ,2350,6772 4263,benvenue-p.school@det.nsw.edu.au,https://benvenue-p.schools.nsw.gov.au,6771 2037,523,15,19,1006,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.502884,151.67462
1191,49380,Bendemeer Public School,Bendemeer ,2355,6769 6532,bendemeer-p.school@det.nsw.edu.au,https://bendemeer-p.schools.nsw.gov.au,6769 6400,16,np,np,891,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.886984,151.150991
4285,50770,Bennett Road Public School,Colyton ,2760,9623 2018,bennettrd-p.school@det.nsw.edu.au,https://bennettrd-p.schools.nsw.gov.au,9833 1037,622,16,37,912,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.783499,150.792462
1199,45498,Berala Public School,Berala,2141,9649 7146,berala-p.school@det.nsw.edu.au,https://berala-p.schools.nsw.gov.au,9749 2298,730,1,95,964,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.869714,151.028244
1201,49183,Beresfield Public School,Beresfield,2322,4966 1146,beresfield-p.school@det.nsw.edu.au,https://beresfield-p.schools.nsw.gov.au,4966 2492,299,22,6,915,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.803964,151.654863
4405,47802,Beresford Road Public School,Greystanes ,2145,9896 2644,beresfdrd-p.school@det.nsw.edu.au,https://beresfdrd-p.schools.nsw.gov.au,9896 3172,656,2,61,1040,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.814864,150.942945
4450,50276,Berinba Public School,Yass ,2582,6226 2110,berinba-p.school@det.nsw.edu.au,https://berinba-p.schools.nsw.gov.au,6226 3194,266,12,4,968,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.849095,148.918959
1202,49969,Berkeley Public School,Berkeley ,2506,4271 1171,berkeley-p.school@det.nsw.edu.au,https://berkeley-p.schools.nsw.gov.au,4271 4304,315,20,28,923,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.480214,150.856493
1203,48706,Berkeley Vale Public School,Berkeley Vale,2261,4388 1796,berkeleyva-p.school@det.nsw.edu.au,https://berkeleyva-p.schools.nsw.gov.au,4389 1178,596,11,7,982,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.350515,151.435888
4180,49975,Berkeley West Public School,Berkeley ,2506,4271 1478,berkeleyw-p.school@det.nsw.edu.au,https://berkeleyw-p.schools.nsw.gov.au,4271 5334,168,28,8,888,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.475497,150.841
1204,50178,Bermagui Public School,Bermagui ,2546,6493 4271,bermagui-p.school@det.nsw.edu.au,https://bermagui-p.schools.nsw.gov.au,6493 4425,172,22,7,922,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-36.420776,150.063625
1205,47676,Berowra Public School,Berowra,2081,9456 1319,berowra-p.school@det.nsw.edu.au,https://berowra-p.schools.nsw.gov.au,9456 3375,344,2,17,1081,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.618522,151.148996
1206,50424,Berridale Public School,Berridale ,2628,6456 3228,berridale-p.school@det.nsw.edu.au,https://berridale-p.schools.nsw.gov.au,6456 3429,59,np,np,974,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-36.371444,148.827209
1207,50636,Berrigan Public School,Berrigan ,2712,03 5885 2209,berrigan-p.school@det.nsw.edu.au,https://berrigan-p.schools.nsw.gov.au,03 5885 2661,66,9,9,967,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.659667,145.815664
1209,50244,Berrima Public School,Berrima ,2577,4877 1262,berrima-p.school@det.nsw.edu.au,https://berrima-p.schools.nsw.gov.au,4877 1041,148,np,9,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.485882,150.340775
1211,50052,Berry Public School,Berry ,2535,4464 1158,berry-p.school@det.nsw.edu.au,https://berry-p.schools.nsw.gov.au,4464 1664,302,4,8,1060,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.778317,150.689706
4192,47821,Bert Oldfield Public School,Seven Hills,2147,9622 2122,bertoldfie-p.school@det.nsw.edu.au,https://bertoldfie-p.schools.nsw.gov.au,9621 2521,240,np,74,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.777505,150.924537
5508,56163,Beverley Park School,Campbelltown ,2560,4625 1118,beverleypk-s.school@det.nsw.edu.au,https://beverleypk-s.schools.nsw.gov.au,4628 1779,56,np,36,970,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-34.062208,150.824219
8255,56164,Beverly Hills Girls High School,Beverly Hills ,2209,9150 4280,beverlyhg-h.school@det.nsw.edu.au,https://beverlyhg-h.schools.nsw.gov.au,9502 1280,946.4,1,97,993,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Girls,-33.948461,151.078627
3944,48600,Beverly Hills North Public School,Beverly Hills ,2209,9759 3849,beverlyhn-p.school@det.nsw.edu.au,https://beverlyhn-p.schools.nsw.gov.au,9740 4372,424,np,84,1026,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.940606,151.074837
1215,48601,Beverly Hills Public School,Beverly Hills,2209,9580 5074,beverlyhi-p.school@det.nsw.edu.au,https://beverlyhi-p.schools.nsw.gov.au,9580 7052,394,2,82,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.953449,151.085209
1217,49778,Bexhill Public School,Bexhill,2480,6628 4223,bexhill-p.school@det.nsw.edu.au,https://bexhill-p.schools.nsw.gov.au,6628 4248,103,13,7,1007,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.766026,153.345835
2308,48592,Bexley North Public School,Bexley ,2207,9150 6171,bexleynth-p.school@det.nsw.edu.au,https://bexleynth-p.schools.nsw.gov.au,9554 3514,431,2,71,1083,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.940838,151.120374
